"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","61","54","0","2010","A","","Alabama -- Statewide","Federal Government","Educational services","State, NAICS Sector -- by ownership sector","All establishment sizes",5,205,9692567,0,0,911,47396,"",3.38,1.32,1.10,0.00,0.00,0.83,0.83,"",-2,-28.6,-10,-4.7,291145,3.1,0,0.0,0,0.0,68,8.1,3584,8.2
"01000","2","61","54","0","2010","A","","Alabama -- Statewide","State Government","Educational services","State, NAICS Sector -- by ownership sector","All establishment sizes",170,43302,2160024391,0,0,959,49883,"",1.73,1.62,1.91,0.00,0.00,1.18,1.18,"",-1,-0.6,625,1.5,41662460,2.0,0,0.0,0,0.0,4,0.4,246,0.5
"01000","3","61","54","0","2010","A","","Alabama -- Statewide","Local Government","Educational services","State, NAICS Sector -- by ownership sector","All establishment sizes",1935,102247,3666598393,0,0,690,35860,"",2.37,0.93,0.93,0.00,0.00,1.01,1.01,"",15,0.8,-765,-0.7,-30022536,-0.8,0,0.0,0,0.0,0,0.0,-25,-0.1
"01000","5","61","54","0","2010","A","","Alabama -- Statewide","Private","Educational services","State, NAICS Sector -- by ownership sector","All establishment sizes",861,17649,546843193,95425698,2534060,596,30985,"",0.71,0.51,0.42,0.73,0.62,0.84,0.84,"",14,1.7,813,4.8,17167885,3.2,3804960,4.2,1413997,126.2,-9,-1.5,-476,-1.5
"01001","2","61","74","0","2010","A","N","Autauga County, Alabama","State Government","Educational services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.36,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","3","61","74","0","2010","A","N","Autauga County, Alabama","Local Government","Educational services","County, NAICS Sector -- by ownership sector","All establishment sizes",18,0,0,0,0,0,0,"N",2.94,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","61","74","0","2010","A","N","Autauga County, Alabama","Private","Educational services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"01003","2","61","74","0","2010","A","","Baldwin County, Alabama","State Government","Educational services","County, NAICS Sector -- by ownership sector","All establishment sizes",4,324,12069806,0,0,716,37214,"",0.92,0.38,0.43,0.00,0.00,1.14,1.14,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","3","61","74","0","2010","A","","Baldwin County, Alabama","Local Government","Educational services","County, NAICS Sector -- by ownership sector","All establishment sizes",51,3650,133602734,0,0,704,36605,"",1.41,1.03,1.37,0.00,0.00,1.33,1.33,"",1,2.0,-26,-0.7,-7430307,-5.3,0,0.0,0,0.0,-34,-4.6,-1761,-4.6
"01003","5","61","74","0","2010","A","","Baldwin County, Alabama","Private","Educational services","County, NAICS Sector -- by ownership sector","All establishment sizes",34,702,23669765,5375325,118326,649,33726,"",0.63,0.63,0.74,1.21,0.93,1.18,1.18,"",3,9.7,121,20.8,4213926,21.7,971236,22.1,73450,163.7,5,0.8,258,0.8
