"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","51","54","0","2000","A","","Alabama -- Statewide","Federal Government","Information","State, NAICS Sector -- by ownership sector","All establishment sizes",1,4,66264,0,0,319,16566,"",2.05,0.05,0.02,0.00,0.00,0.37,0.37,"",0,0.0,2,100.0,39241,145.2,0,0.0,0,0.0,88,38.1,4556,37.9
"01000","2","51","54","0","2000","A","","Alabama -- Statewide","State Government","Information","State, NAICS Sector -- by ownership sector","All establishment sizes",15,130,4885863,0,0,723,37584,"",3.08,1.05,1.47,0.00,0.00,1.41,1.41,"",0,0.0,2,1.6,207725,4.4,0,0.0,0,0.0,17,2.4,893,2.4
"01000","3","51","54","0","2000","A","","Alabama -- Statewide","Local Government","Information","State, NAICS Sector -- by ownership sector","All establishment sizes",73,796,12208901,0,0,295,15341,"",1.07,0.46,0.42,0.00,0.00,0.91,0.91,"",0,0.0,-4,-0.5,432527,3.7,0,0.0,0,0.0,12,4.2,625,4.2
"01000","5","51","54","0","2000","A","","Alabama -- Statewide","Private","Information","State, NAICS Sector -- by ownership sector","All establishment sizes",1750,35606,1448913208,0,0,783,40693,"",0.83,0.68,0.58,0.00,0.00,0.85,0.85,"",101,6.1,1469,4.3,70575495,5.1,0,0.0,0,0.0,7,0.9,316,0.8
"01001","5","51","74","0","2000","A","","Autauga County, Alabama","Private","Information","County, NAICS Sector -- by ownership sector","All establishment sizes",9,67,1892492,0,0,546,28387,"",0.59,0.22,0.15,0.00,0.00,0.68,0.68,"",0,0.0,2,3.1,-57500,-2.9,0,0.0,0,0.0,-32,-5.5,-1690,-5.6
"01003","5","51","74","0","2000","A","","Baldwin County, Alabama","Private","Information","County, NAICS Sector -- by ownership sector","All establishment sizes",51,640,21682057,0,0,652,33887,"",0.67,0.47,0.42,0.00,0.00,0.90,0.90,"",4,8.5,-63,-9.0,-2582654,-10.6,0,0.0,0,0.0,-12,-1.8,-617,-1.8
"01005","5","51","74","0","2000","A","","Barbour County, Alabama","Private","Information","County, NAICS Sector -- by ownership sector","All establishment sizes",10,61,1581670,0,0,498,25894,"",0.78,0.18,0.12,0.00,0.00,0.67,0.67,"",0,0.0,1,1.7,13731,0.9,0,0.0,0,0.0,-6,-1.2,-311,-1.2
"01009","5","51","74","0","2000","A","","Blount County, Alabama","Private","Information","County, NAICS Sector -- by ownership sector","All establishment sizes",7,90,3755934,0,0,802,41694,"",0.46,0.35,0.39,0.00,0.00,1.11,1.11,"",0,0.0,14,18.4,1117983,42.4,0,0.0,0,0.0,138,20.8,7173,20.8
"01013","5","51","74","0","2000","A","","Butler County, Alabama","Private","Information","County, NAICS Sector -- by ownership sector","All establishment sizes",9,117,2051619,0,0,336,17473,"",0.89,0.64,0.32,0.00,0.00,0.49,0.50,"",2,28.6,50,74.6,666192,48.1,0,0.0,0,0.0,-63,-15.8,-3257,-15.7
"01015","5","51","74","0","2000","A","","Calhoun County, Alabama","Private","Information","County, NAICS Sector -- by ownership sector","All establishment sizes",41,625,20613827,0,0,635,33004,"",0.84,0.47,0.37,0.00,0.00,0.79,0.79,"",2,5.1,-20,-3.1,261482,1.3,0,0.0,0,0.0,28,4.6,1442,4.6
